image_idx,diagram_type,type_confidence,visual_complexity,color_entropy,text_density,spatial_layout,enrichment,specific_num_nodes,specific_num_edges,specific_graph_density,specific_avg_node_degree,specific_is_connected,original_caption,enriched_caption,specific_num_segments,specific_has_labels,specific_is_donut,specific_color_coded,specific_num_shapes,specific_num_lines,specific_has_structure,specific_dominant_feature
10,network_graph,0.8,0.45213529363330507,0.7411486,0.5361111111111111,networked,"Network graph with 200 nodes and 331 edges, density 0.02",200.0,331.0,0.01663316582914573,3.31,True,"Learning Theories, , elements: Three sections, each featuring a theorist with a photo and their name: John Watson (Behaviorism), Jean Piaget (Cognitivism), John Dewey (Constructivism). Each section lists relevant theorists underneath and includes an information link labeled '+ info'.","Learning Theories, , elements: Three sections, each featuring a theorist with a photo and their name: John Watson (Behaviorism), Jean Piaget (Cognitivism), John Dewey (Constructivism). Each section lists relevant theorists underneath and includes an information link labeled '+ info'. [Visual Analysis: Network graph with 200 nodes and 331 edges, density 0.02]",,,,,,,,
11,network_graph,0.8,0.20063995782427954,0.33450162,0.03869047619047619,networked,"Network graph with 37 nodes and 50 edges, density 0.08",37.0,50.0,0.07507507507507508,2.7027027027027026,True,"Bloom's Taxonomy, Pyramid Diagram, elements: Pyramid structure with six layers labeled: Remember, Understand, Apply, Analyze, Evaluate, and Create; a key on the right indicates College and High School levels.","Bloom's Taxonomy, Pyramid Diagram, elements: Pyramid structure with six layers labeled: Remember, Understand, Apply, Analyze, Evaluate, and Create; a key on the right indicates College and High School levels. [Visual Analysis: Network graph with 37 nodes and 50 edges, density 0.08]",,,,,,,,
12,network_graph,0.8,0.2901079457557442,0.44255018,0.04230118443316413,networked,"Network graph with 249 nodes and 333 edges, density 0.01",249.0,333.0,0.010785075787019044,2.674698795180723,True,"Zone of Proximal Development in Teaching, Graph, elements: Diagonal axis labeled 'Level of Challenge' and 'Level of Competence' with 'Zone of Proximal Development' highlighted. Areas labeled: 'Anxiety' above, 'Boredom' below, indicating learner independence and assistance.","Zone of Proximal Development in Teaching, Graph, elements: Diagonal axis labeled 'Level of Challenge' and 'Level of Competence' with 'Zone of Proximal Development' highlighted. Areas labeled: 'Anxiety' above, 'Boredom' below, indicating learner independence and assistance. [Visual Analysis: Network graph with 249 nodes and 333 edges, density 0.01]",,,,,,,,
13,network_graph,0.8,0.240111074750811,0.6884446,0.1015625,networked,"Network graph with 254 nodes and 214 edges, density 0.01",254.0,214.0,0.0066602346643428465,1.68503937007874,False,"Big Five Personality Traits, Vertical Bar Diagram, elements: Vertical sections representing each trait: Open to Experience, Conscientiousness, Agreeableness, Neuroticism, Extraversion, with icons illustrating each trait against a background of gradient colors.","Big Five Personality Traits, Vertical Bar Diagram, elements: Vertical sections representing each trait: Open to Experience, Conscientiousness, Agreeableness, Neuroticism, Extraversion, with icons illustrating each trait against a background of gradient colors. [Visual Analysis: Network graph with 254 nodes and 214 edges, density 0.01]",,,,,,,,
14,network_graph,0.8,0.49877939586673375,0.40522355,0.0625,networked,"Network graph with 189 nodes and 444 edges, density 0.02",189.0,444.0,0.024991556906450524,4.698412698412699,True,"Big Five Personality Traits, Circular Diagram, elements: Five colored circles representing personality traits: Neuroticism, Extraversion, Openness, Agreeableness, and Conscientiousness, each with descriptors for low and high levels labeled around the circles.","Big Five Personality Traits, Circular Diagram, elements: Five colored circles representing personality traits: Neuroticism, Extraversion, Openness, Agreeableness, and Conscientiousness, each with descriptors for low and high levels labeled around the circles. [Visual Analysis: Network graph with 189 nodes and 444 edges, density 0.02]",,,,,,,,
15,pie_chart,0.9,0.22370956578988604,0.26981217,0.26988636363636365,radial,"Pie chart with 17 segments, labeled",,,,,,"Git Branching and Operations, Network Diagram, elements: Nodes representing branches (Master, Feature-1, Feature-2) with connections indicating flow; each node lists file versions associated with the branches.","Git Branching and Operations, Network Diagram, elements: Nodes representing branches (Master, Feature-1, Feature-2) with connections indicating flow; each node lists file versions associated with the branches. [Visual Analysis: Pie chart with 17 segments, labeled]",17.0,True,True,True,,,,
16,network_graph,0.8,0.2936207207567664,0.28520212,0.12109375,networked,"Network graph with 70 nodes and 168 edges, density 0.07",70.0,168.0,0.06956521739130435,4.8,True,"Big Five Personality Traits, Horizontal Diagram, elements: Five colored circles labeled O, C, E, A, N with corresponding traits: Openness - prefers routine; Conscientious - impulsive vs. disciplined; Extraversion - reserved vs. sociable; Agreeable - suspicious vs. trusting; Neuroticism - calm vs. anxious.","Big Five Personality Traits, Horizontal Diagram, elements: Five colored circles labeled O, C, E, A, N with corresponding traits: Openness - prefers routine; Conscientious - impulsive vs. disciplined; Extraversion - reserved vs. sociable; Agreeable - suspicious vs. trusting; Neuroticism - calm vs. anxious. [Visual Analysis: Network graph with 70 nodes and 168 edges, density 0.07]",,,,,,,,
17,network_graph,0.8,0.1847338157602969,0.33594394,0.05544993662864385,networked,"Network graph with 125 nodes and 86 edges, density 0.01",125.0,86.0,0.011096774193548388,1.376,False,"Bloom's Taxonomy, Pyramid Diagram, elements: Pyramid structure with layers labeled: Knowledge (bottom), Comprehension, Application, Analysis, Synthesis, and Evaluation (top), with color coding for each level.","Bloom's Taxonomy, Pyramid Diagram, elements: Pyramid structure with layers labeled: Knowledge (bottom), Comprehension, Application, Analysis, Synthesis, and Evaluation (top), with color coding for each level. [Visual Analysis: Network graph with 125 nodes and 86 edges, density 0.01]",,,,,,,,
18,network_graph,0.8,0.3263675532271992,0.48016152,0.09734513274336283,networked,"Network graph with 165 nodes and 241 edges, density 0.02",165.0,241.0,0.017812269031781226,2.9212121212121214,True,"Iterative Scrum Process, Circular Flow Diagram, elements: Outer ring with five phases labeled: Planning/Prioritization, Requirements, Design/Analysis, Implementation/Testing, and Review/Retrospective. Central 'Scrum Cycle' label. Top section showing 'Concept' with four iterations labeled Scrum 1 to Scrum 4.","Iterative Scrum Process, Circular Flow Diagram, elements: Outer ring with five phases labeled: Planning/Prioritization, Requirements, Design/Analysis, Implementation/Testing, and Review/Retrospective. Central 'Scrum Cycle' label. Top section showing 'Concept' with four iterations labeled Scrum 1 to Scrum 4. [Visual Analysis: Network graph with 165 nodes and 241 edges, density 0.02]",,,,,,,,
19,network_graph,0.8,0.3693570343148772,0.28126615,0.8479166666666667,networked,"Network graph with 178 nodes and 338 edges, density 0.02",178.0,338.0,0.021456230559258552,3.797752808988764,True,"Impact of Population Growth on Capital and Income, Graph, elements: Graph with two investment lines labeled (δ+n₂)k and (δ+n₁)k, a production function curve s*f(k), and steady states k₂* and k₁*, illustrating shifts in capital per worker due to population growth changes.","Impact of Population Growth on Capital and Income, Graph, elements: Graph with two investment lines labeled (δ+n₂)k and (δ+n₁)k, a production function curve s*f(k), and steady states k₂* and k₁*, illustrating shifts in capital per worker due to population growth changes. [Visual Analysis: Network graph with 178 nodes and 338 edges, density 0.02]",,,,,,,,
20,network_graph,0.8,0.29762198304272636,0.4960078,0.0703125,networked,"Network graph with 245 nodes and 306 edges, density 0.01",245.0,306.0,0.010237537638006023,2.4979591836734696,True,"Gardner's Theory of Multiple Intelligences, Circular Diagram, elements: Central circle labeled 'The theory of intelligence' surrounded by eight segments representing different intelligences: linguistic, logical-mathematical, spatial, musical, bodily-kinesthetic, interpersonal, intrapersonal, and naturalistic.","Gardner's Theory of Multiple Intelligences, Circular Diagram, elements: Central circle labeled 'The theory of intelligence' surrounded by eight segments representing different intelligences: linguistic, logical-mathematical, spatial, musical, bodily-kinesthetic, interpersonal, intrapersonal, and naturalistic. [Visual Analysis: Network graph with 245 nodes and 306 edges, density 0.01]",,,,,,,,
21,network_graph,0.8,0.4466070353820941,0.4119132,1.0,networked,"Network graph with 175 nodes and 380 edges, density 0.02",175.0,380.0,0.02495894909688013,4.3428571428571425,True,"PESTEL Analysis of Google, Grid, elements: Six columns labeled P (Political), E (Economic), S (Sociological), T (Technological), E (Ecological), and L (Legal), each containing bullet points detailing factors affecting Google's business environment.","PESTEL Analysis of Google, Grid, elements: Six columns labeled P (Political), E (Economic), S (Sociological), T (Technological), E (Ecological), and L (Legal), each containing bullet points detailing factors affecting Google's business environment. [Visual Analysis: Network graph with 175 nodes and 380 edges, density 0.02]",,,,,,,,
22,pie_chart,0.9,0.8122255486414194,0.23215231,1.0,radial,"Pie chart with 18 segments, labeled",,,,,,"PESTLE Analysis Factors, Table, elements: A table divided into six categories: Political, Economic, Social, Technological, Environmental, and Legal, with factors, details, term impacts, and overall impact color-coded.","PESTLE Analysis Factors, Table, elements: A table divided into six categories: Political, Economic, Social, Technological, Environmental, and Legal, with factors, details, term impacts, and overall impact color-coded. [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,True,,,,
23,network_graph,0.8,0.26105694340153973,0.64512706,0.1078125,networked,"Network graph with 309 nodes and 563 edges, density 0.01",309.0,563.0,0.011831210860337074,3.644012944983819,True,"The Big Five Personality Traits, Circular Diagram, elements: Five segments labeled: Openness, Conscientiousness, Extraversion, Agreeableness, Neuroticism, with a central title in bold.","The Big Five Personality Traits, Circular Diagram, elements: Five segments labeled: Openness, Conscientiousness, Extraversion, Agreeableness, Neuroticism, with a central title in bold. [Visual Analysis: Network graph with 309 nodes and 563 edges, density 0.01]",,,,,,,,
24,network_graph,0.8,0.5307466887335537,0.6350157,0.10204081632653061,networked,"Network graph with 244 nodes and 488 edges, density 0.02",244.0,488.0,0.01646090534979424,4.0,True,"Big Five Personality Traits, Mind Map, elements: Central box labeled 'Big 5' with branches for 'Traits' and 'Facets'. 'Traits' includes 'Agreeableness', 'Extraversion', 'Conscientiousness', 'Neuroticism', and 'Openness to experiences'. 'Facets' lists related characteristics under each trait, highlighting concepts like 'Trust', 'Friendliness', and 'Anxiety'.","Big Five Personality Traits, Mind Map, elements: Central box labeled 'Big 5' with branches for 'Traits' and 'Facets'. 'Traits' includes 'Agreeableness', 'Extraversion', 'Conscientiousness', 'Neuroticism', and 'Openness to experiences'. 'Facets' lists related characteristics under each trait, highlighting concepts like 'Trust', 'Friendliness', and 'Anxiety'. [Visual Analysis: Network graph with 244 nodes and 488 edges, density 0.02]",,,,,,,,
25,pie_chart,0.9,0.15758048534145938,0.19487457,0.15,radial,"Pie chart with 18 segments, unlabeled",,,,,,"7S Framework, Circular Flow Diagram, elements: Seven interconnected elements: Strategy, Structure, Systems, Shared Values, Style, Staff, and Skills, each represented by a colored circle, with 'Shared Values' at the center.","7S Framework, Circular Flow Diagram, elements: Seven interconnected elements: Strategy, Structure, Systems, Shared Values, Style, Staff, and Skills, each represented by a colored circle, with 'Shared Values' at the center. [Visual Analysis: Pie chart with 18 segments, unlabeled]",18.0,False,True,False,,,,
26,network_graph,0.8,0.3176523034338781,0.462165,0.1435512367491166,networked,"Network graph with 270 nodes and 382 edges, density 0.01",270.0,382.0,0.010519069255128735,2.8296296296296295,True,"Porter's Five Forces, Circular Flow Diagram, elements: Five colored circles representing forces: Rivalry Among Competitors, Threat of New Entrants, Bargaining Power of Buyers, Threat of Substitute Products or Services, and Bargaining Power of Suppliers, each labeled with icons.","Porter's Five Forces, Circular Flow Diagram, elements: Five colored circles representing forces: Rivalry Among Competitors, Threat of New Entrants, Bargaining Power of Buyers, Threat of Substitute Products or Services, and Bargaining Power of Suppliers, each labeled with icons. [Visual Analysis: Network graph with 270 nodes and 382 edges, density 0.01]",,,,,,,,
27,network_graph,0.8,0.16511781227407502,0.36056116,0.020868113522537562,networked,"Network graph with 68 nodes and 70 edges, density 0.03",68.0,70.0,0.030728709394205442,2.0588235294117645,True,"ADDIE Model, Circular Flow Diagram, elements: Central element labeled 'ADDIE' surrounded by five circles labeled: 'Analysis', 'Design', 'Development', 'Implementation', and 'Evaluation', connected in a circular layout.","ADDIE Model, Circular Flow Diagram, elements: Central element labeled 'ADDIE' surrounded by five circles labeled: 'Analysis', 'Design', 'Development', 'Implementation', and 'Evaluation', connected in a circular layout. [Visual Analysis: Network graph with 68 nodes and 70 edges, density 0.03]",,,,,,,,
28,network_graph,0.8,0.41352351882316196,0.67594886,0.1082155477031802,networked,"Network graph with 290 nodes and 555 edges, density 0.01",290.0,555.0,0.013244242930437895,3.8275862068965516,True,"The Secret Strength of UDL, List, elements: Six numbered sections with illustrations; each section describes a strategy: 1. Minimize threats and distractions, 2. Offer alternatives for auditory or visual information, 3. Embrace through multiple modes, 4. Optimize access to tasks and assistive technologies, 5. Use multiple media for communication.","The Secret Strength of UDL, List, elements: Six numbered sections with illustrations; each section describes a strategy: 1. Minimize threats and distractions, 2. Offer alternatives for auditory or visual information, 3. Embrace through multiple modes, 4. Optimize access to tasks and assistive technologies, 5. Use multiple media for communication. [Visual Analysis: Network graph with 290 nodes and 555 edges, density 0.01]",,,,,,,,
29,network_graph,0.8,0.27415472688174103,0.19209276,0.12898686679174484,networked,"Network graph with 64 nodes and 140 edges, density 0.07",64.0,140.0,0.06944444444444445,4.375,True,"Design Thinking Process, Circular Flow Diagram, elements: Four labeled boxes: 'Analyze a Need' (top), 'Develop Ideas' (right), 'Create a Prototype' (bottom), 'Test and Evaluate' (left) connected in a circular flow with arrows indicating the direction of the process.","Design Thinking Process, Circular Flow Diagram, elements: Four labeled boxes: 'Analyze a Need' (top), 'Develop Ideas' (right), 'Create a Prototype' (bottom), 'Test and Evaluate' (left) connected in a circular flow with arrows indicating the direction of the process. [Visual Analysis: Network graph with 64 nodes and 140 edges, density 0.07]",,,,,,,,
30,network_graph,0.8,0.4821522754690947,0.6881727,0.0872093023255814,networked,"Network graph with 315 nodes and 907 edges, density 0.02",315.0,907.0,0.018339904964108786,5.758730158730159,True,"UDL Thinking Framework, Circular Flow Diagram, elements: Circles around a central 'UDL Thinking' node with labels: 'What are the goals?', 'What does everyone need?', 'What might help?', 'Feedback', 'Use guidelines', and 'Remove barriers', with arrows indicating flow between them.","UDL Thinking Framework, Circular Flow Diagram, elements: Circles around a central 'UDL Thinking' node with labels: 'What are the goals?', 'What does everyone need?', 'What might help?', 'Feedback', 'Use guidelines', and 'Remove barriers', with arrows indicating flow between them. [Visual Analysis: Network graph with 315 nodes and 907 edges, density 0.02]",,,,,,,,
31,network_graph,0.8,0.32666318641146863,0.4883014,0.12916666666666668,networked,"Network graph with 201 nodes and 283 edges, density 0.01",201.0,283.0,0.014079601990049751,2.81592039800995,True,"The Networked Teacher, Network Diagram, elements: Central figure labeled 'The Networked Teacher' with multiple branches connecting to various resources including 'Colleagues', 'Popular Media', 'Social Network Sites', 'Twitter', 'Podcasts', 'Wikis', 'Blogs', 'Video Conferencing', 'Conferences', 'Curriculum Documents', 'Social Bookmarking', 'Family/Local Community', and 'Print & Digital Resources'.","The Networked Teacher, Network Diagram, elements: Central figure labeled 'The Networked Teacher' with multiple branches connecting to various resources including 'Colleagues', 'Popular Media', 'Social Network Sites', 'Twitter', 'Podcasts', 'Wikis', 'Blogs', 'Video Conferencing', 'Conferences', 'Curriculum Documents', 'Social Bookmarking', 'Family/Local Community', and 'Print & Digital Resources'. [Visual Analysis: Network graph with 201 nodes and 283 edges, density 0.01]",,,,,,,,
32,network_graph,0.8,0.4107065412261516,0.36826593,0.6,networked,"Network graph with 140 nodes and 242 edges, density 0.02",140.0,242.0,0.02487153134635149,3.4571428571428573,True,"Social Learning Theory, , elements: Title at the top: 'Social Learning Theory'. Main text describing the theory by Albert Bandura, focusing on learning through observation and vicarious reinforcement. Illustrations of a child and an adult engaged in social interaction.","Social Learning Theory, , elements: Title at the top: 'Social Learning Theory'. Main text describing the theory by Albert Bandura, focusing on learning through observation and vicarious reinforcement. Illustrations of a child and an adult engaged in social interaction. [Visual Analysis: Network graph with 140 nodes and 242 edges, density 0.02]",,,,,,,,
33,pie_chart,0.9,0.1404256726900856,0.15977378,0.10802469135802469,radial,"Pie chart with 10 segments, unlabeled",,,,,,"Prisoner's Dilemma Payoff Matrix, Grid Diagram, elements: 2x2 grid with Player A and Player B strategies labeled on the axes. Cells contain numerical payoffs: (1,1), (0,3), (3,0), and (2,2) corresponding to different strategy combinations.","Prisoner's Dilemma Payoff Matrix, Grid Diagram, elements: 2x2 grid with Player A and Player B strategies labeled on the axes. Cells contain numerical payoffs: (1,1), (0,3), (3,0), and (2,2) corresponding to different strategy combinations. [Visual Analysis: Pie chart with 10 segments, unlabeled]",10.0,False,True,False,,,,
34,network_graph,0.8,0.5572042639959225,0.49051887,0.0665680473372781,networked,"Network graph with 215 nodes and 360 edges, density 0.02",215.0,360.0,0.015648772006085634,3.3488372093023258,True,"Circular Flow of Income and Expenditure in Four Sector Economy, Flow Diagram, elements: Central flow with four sectors: Household Sector, Government Sector, Business Sector, and Foreign Sector. Arrows indicate income and expenditure directions, with labeled elements such as wages, taxes, transfers, government purchases, and foreign trade.","Circular Flow of Income and Expenditure in Four Sector Economy, Flow Diagram, elements: Central flow with four sectors: Household Sector, Government Sector, Business Sector, and Foreign Sector. Arrows indicate income and expenditure directions, with labeled elements such as wages, taxes, transfers, government purchases, and foreign trade. [Visual Analysis: Network graph with 215 nodes and 360 edges, density 0.02]",,,,,,,,
35,network_graph,0.8,0.2999425424774829,0.17413741,0.6395833333333333,networked,"Network graph with 139 nodes and 409 edges, density 0.04",139.0,409.0,0.04264414555312272,5.884892086330935,True,"Solow Growth Model, , elements: Title at the top with the formula for production function below, followed by market clearing, household saving, investment requirement, closure rule, and dynamics of capital accumulation, each with corresponding equations.","Solow Growth Model, , elements: Title at the top with the formula for production function below, followed by market clearing, household saving, investment requirement, closure rule, and dynamics of capital accumulation, each with corresponding equations. [Visual Analysis: Network graph with 139 nodes and 409 edges, density 0.04]",,,,,,,,
36,network_graph,0.8,0.21629937658087056,0.22893938,0.08649553571428573,networked,"Network graph with 78 nodes and 139 edges, density 0.05",78.0,139.0,0.04628704628704629,3.5641025641025643,True,"McKinsey 7S Model, Network Diagram, elements: Central circle labeled 'Shared Values' surrounded by six outer circles labeled: 'Strategy', 'Structure', 'Systems', 'Skills', 'Style', and 'Staff', with lines connecting all elements.","McKinsey 7S Model, Network Diagram, elements: Central circle labeled 'Shared Values' surrounded by six outer circles labeled: 'Strategy', 'Structure', 'Systems', 'Skills', 'Style', and 'Staff', with lines connecting all elements. [Visual Analysis: Network graph with 78 nodes and 139 edges, density 0.05]",,,,,,,,
37,network_graph,0.8,0.37396090865451515,0.7259091,0.075,networked,"Network graph with 116 nodes and 248 edges, density 0.04",116.0,248.0,0.037181409295352325,4.275862068965517,True,"McKinsey 7S Model, Network Diagram, elements: Eight circular elements labeled: Strategy, Structure, Systems, Shared Values, Skills, Style, and Staff, arranged in a circular layout with connections between them.","McKinsey 7S Model, Network Diagram, elements: Eight circular elements labeled: Strategy, Structure, Systems, Shared Values, Skills, Style, and Staff, arranged in a circular layout with connections between them. [Visual Analysis: Network graph with 116 nodes and 248 edges, density 0.04]",,,,,,,,
38,pie_chart,0.9,0.2790394680068876,0.6660007,0.3682065469826487,radial,"Pie chart with 18 segments, labeled",,,,,,"Intersection of Learning Theories and Podcasting, Venn Diagram, elements: Three overlapping circles labeled 'Podcasting', 'Constructivist Learning Theory (CLT)', and 'Hybrid Learning Environment (HLE)', with descriptions underneath each label. Arrows indicating relationships between concepts.","Intersection of Learning Theories and Podcasting, Venn Diagram, elements: Three overlapping circles labeled 'Podcasting', 'Constructivist Learning Theory (CLT)', and 'Hybrid Learning Environment (HLE)', with descriptions underneath each label. Arrows indicating relationships between concepts. [Visual Analysis: Pie chart with 18 segments, labeled]",18.0,True,True,True,,,,
39,network_graph,0.8,0.28108988192244355,0.43631095,0.30741042345276876,networked,"Network graph with 122 nodes and 217 edges, density 0.03",122.0,217.0,0.029399810323804364,3.557377049180328,True,"Balanced Scorecard Metrics, Circular Flow Diagram, elements: Four quadrants labeled Customer, Financial, Internal Processes, Learning and Growth, with text boxes noting specific goals for each area.","Balanced Scorecard Metrics, Circular Flow Diagram, elements: Four quadrants labeled Customer, Financial, Internal Processes, Learning and Growth, with text boxes noting specific goals for each area. [Visual Analysis: Network graph with 122 nodes and 217 edges, density 0.03]",,,,,,,,
